"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"R438","100k_0402","R0603",240.19,-56.19,180,"top"
"R439","100k_0402","R0603",249.29,-81.29,90,"top"
"R440","100k_0402","R0603",247.72,-81.62,180,"top"
"R441","17.4k_0402","R0603",230.91,-57.94,90,"top"
"R442","4.7k_0402","R0603",252.22,-40.87,90,"top"
"R443","49.9k_0402","R0603",236.715,-59.63,180,"top"
"R444","100k_0402","R0603",220.26,-119.05,90,"top"
"R445","30k_0402","R0603",228.61,-20.26,0,"top"
"R446","100k_0402","R0603",241.98,-75.945,180,"top"
"R447","100k_0402","R0603",254.12,-55.24,90,"top"
"R448","100k_0402","R0603",255.595,-54.81,0,"top"
"R449","100k_0402","R0603",232.25,-119.33,90,"top"
"R450","6.8k_0402","R0603",253.41,-89.68,-90,"top"
"R451","100k_0402","R0603",233.34,-119.18,-90,"top"
"R452","100k_0402","R0603",225.68,-113.38,180,"top"
"R453","1k_0402","R0603",227.93,-23.44,90,"top"
"R454","10k_0402","R0603",247.62,-54.4,90,"top"
"R455","12k_0402","R0603",254.42,-89.7,-90,"top"
"R456","100k_0402","R0603",253.585,-59.74,0,"top"
"R457","20k_0402","R0603",232.78,-24.8,0,"top"
"R458","100k_0402","R0603",223.39,-111.28,180,"top"
"R459","10k_0402","R0603",248.09,-51.86,180,"top"
"R460","10k_0402","R0603",246.38,-46.9,90,"top"
"R461","100k_0402","R0603",225.2,-119.41,90,"top"
"R462","10k_0402","R0603",252.01,-94.49,0,"top"
"R463","100k_0402","R0603",225.68,-112.35,180,"top"
"R464","4.99k_0402","R0603",248.65,-54.38,90,"top"
"R465","100k_0402","R0603",225.61,-117.78,180,"top"
"R466","100k_0402","R0603",261.63,-56.935,-90,"top"
"R467","1k_0402","R0603",252.51,-96.04,90,"top"
"R468","100k_0402","R0603",257.97,-68.03,-90,"top"
"R469","100k_0402","R0603",254.563995,-72.452899,180,"top"
"R470","10k_0402","R0603",234.74,-60.97,180,"top"
"R471","137k_0402","R0603",248.43,-83.32,0,"top"
"R472","100k_0402","R0603",247.98,-84.795,-90,"top"
"R473","100k_0402","R0603",236.91,-84.28,90,"top"
"R474","100k_0402","R0603",237.93,-84.28,-90,"top"
"R475","100k_0402","R0603",243.955,-75.97,180,"top"
"R476","100k_0402","R0603",257.92,-64.82,90,"top"
"R477","33k_0402","R0603",225.13,-115.06,-90,"top"
"R478","100k_0402","R0603",241.63,-116.91,90,"top"
"R479","10k_0402","R0603",242.12,-120.535,180,"top"
"R480","100k_0402","R0603",241.645,-119.035,-90,"top"
"R481","10k_0402","R0603",236.24,-61.51,-90,"top"
"R482","10.2k_0402","R0603",227.71,-113.94,90,"top"
"R483","100k_0402","R0603",260.72,-75.74,90,"top"
"R484","100k_0402","R0603",244.67,-61.07,0,"top"
"R485","100k_0402","R0603",260.68,-73.79,-90,"top"
"R486","49.9k_0402","R0603",246.185,-59.555,90,"top"
"R487","100k_0402","R0603",233.8,-101.04,-90,"top"
"R488","100k_0402","R0603",247.13,-42.36,0,"top"
"R489","200k_0402","R0603",245.97,-40.3,180,"top"
"R490","100k_0402","R0603",243.86,-33.72,180,"top"
"R491","6.8k_0402","R0603",254.88,-119.585,90,"top"
"R492","137k_0402","R0603",219.64,-91.52,90,"top"
"R493","100k_0402","R0603",219.64,-89.63,90,"top"
"R494","100k_0402","R0603",228.51,-92.48,90,"top"
"R495","100k_0402","R0603",229.54,-90.58,90,"top"
"R496","100k_0402","R0603",244.61,-64.765,180,"top"
"R497","12k_0402","R0603",252.37,-118.56,0,"top"
"R498","100k_0402","R0603",251.23,-103.295,-90,"top"
"R499","10k_0402","R0603",252.205,-113.64,0,"top"
"R500","1k_0402","R0603",252.2,-112.61,0,"top"
"R501","100k_0402","R0603",242.685,-64.775,180,"top"
"R502","0R_0402","R0603",218.25,-31.86,180,"top"
"R503","100k_0402","R0603",246.32,-90.6,90,"top"
"R504","10k_0402","R0603",246.89,-92.13,0,"top"
"R505","100k_0402","R0603",247.35,-90.6,-90,"top"
"R506","100k_0402","R0603",226.46,-39.78,90,"top"
"R507","100k_0402","R0603",217.8,-33.34,90,"top"
"R508","100k_0402","R0603",218.04,-26.64,90,"top"
"R509","100k_0402","R0603",219.06,-26.655,-90,"top"
"R510","100k_0402","R0603",244.61,-65.79,180,"top"
"R511","4.7k_0402","R0603",234.86,-37.67,-90,"top"
"R512","75k_0402","R0603",227.79,-45.9,0,"top"
"R513","17.4k_0402","R0603",217.32,-57.82,180,"top"
"R514","100k_0402","R0603",236.2,-55.31,0,"top"
"R515","402k_0402","R0603",233.69,-55.91,90,"top"
"R516","22k_0402","R0603",245.22058,-50.10198,90,"top"
"R517","200k_0402","R0603",239.08,-41.83,180,"top"
"R518","27k_0402","R0603",229.86,-45.9151,180,"top"
"R519","0R_0402","R0603",240.4337,-49.4,0,"top"
"R520","6.8k_0402","R0603",259.36,-89.63,-90,"top"
"R521","30k_0402","R0603",221.37,-20.34,180,"top"
"R522","200k_0402","R0603",227.94,-57.28,180,"top"
"R523","100k_0402","R0603",222.65,-54.02,90,"top"
"R524","49.9k_0402","R0603",223.67,-54.98,90,"top"
"R525","150k_0402","R0603",242.53,-50.07,90,"top"
"R526","12k_0402","R0603",261.01,-93.37,90,"top"
"R527","1k_0402","R0603",220.68,-23.38,90,"top"
"R528","100k_0402","R0603",234.69,-53.89,-90,"top"
"R529","100k_0402","R0603",226.42,-52.41,180,"top"
"R530","10k_0402","R0603",262.05,-95.8,90,"top"
"R531","20k_0402","R0603",217.07,-24.53,180,"top"
"R532","1k_0402","R0603",261.05,-95.825,90,"top"
"R533","44.2k_0402","R0603",224.24,-52.46,180,"top"
"R534","100k_0402","R0603",201.96,-84.98,90,"top"
"R535","100k_0402","R0603",206.78,-85.11,90,"top"
"R536","100k_0402","R0603",189.63,-83.8,90,"top"
"R537","100k_0402","R0603",184.88,-83.3,90,"top"
"R538","1M_0402","R0603",199.04,-98.97,90,"top"
"R539","49.9k_0402","R0603",191.16,-54.8849,90,"top"
"R540","1M_0402","R0603",176.53,-81.09,90,"top"
"R541","10k_0402","R0603",200.06,-100.94,90,"top"
"R542","1k_0402","R0603",196.43,-61.16,0,"top"
"R543","1M_0402","R0603",196.24,-65.75,0,"top"
"R544","1M_0402","R0603",191.16,-53.0149,-90,"top"
"R545","47k_0402","R0603",191.13,-50.6649,180,"top"
"R546","100k_0402","R0603",181.2,-83.19,90,"top"
"R547","10k_0402","R0603",199.03,-100.95,90,"top"
"R548","100k_0402","R0603",181.63,-84.7,180,"top"
"R549","100k_0402","R0603",206.463019,-99.724499,-90,"top"
"R550","10M_0402","R0603",205.453019,-99.724499,90,"top"
"R551","2.2k_0402","R0603",191.13,-51.6049,0,"top"
"R552","100k_0402","R0603",195.79,-111.45,90,"top"
"R553","1k_0402","R0603",198.18,-65.76,180,"top"
"R554","68k_0402","R0603",193.81,-69.46,0,"top"
"R555","100k_0402","R0603",194.15,-103.7,-90,"top"
"R556","100k_0402","R0603",192.46,-60.74,-90,"top"
"R557","10k_0402","R0603",196.81,-111.43,90,"top"
"R558","100k_0402","R0603",202.123019,-105.394499,180,"top"
"R559","100k_0402","R0603",198.2,-111.38,-90,"top"
"R560","1k_0402","R0603",199.21,-120.76,0,"top"
"R561","100k_0402","R0603",179.54,-119.26,90,"top"
"R562","100k_0402","R0603",174.19,-83.83,90,"top"
"R563","100k_0402","R0603",170.33,-85.16,180,"top"
"R564","1.5M_0402","R0603",194.23,-61.23,0,"top"
"R565","200k_0402","R0603",195.31,-69.02,90,"top"
"R566","100k_0402","R0603",170.38,-30.48,180,"top"
"R567","100R_0402","R0603",181.24,-56.09,0,"top"
"R568","100k_0402","R0603",204.053019,-105.424499,180,"top"
"R569","6.8k_0402","R0603",168.42,-119.28,90,"top"
"R570","820R_0402","R0603",165.85,-115.07,0,"top"
"R571","100k_0402","R0603",198.637106,-61.787189,0,"top"
"R572","8.2k_0402","R0603",188.46,-51.7,0,"top"
"R573","100k_0402","R0603",175.06,-34,180,"top"
"R574","100k_0402","R0603",175.62,-32.5,90,"top"
"R575","200k_0402","R0603",183.27,-57.35,180,"top"
"R576","200k_0402","R0603",196.58,-73.04,-90,"top"
"R577","100k_0402","R0603",174.99,-27.36,180,"top"
"R578","47k_0402","R0603",180.93,-49.96,-90,"top"
"R579","1k_0402","R0603",199.25,-72.52,0,"top"
"R580","2.7k_0402","R0603",205.57,-70.18,-90,"top"
"R581","47k_0402","R0603",185.69,-45.83,90,"top"
"R582","2.2k_0402","R0603",181.23,-51.59,180,"top"
"R583","100k_0402","R0603",200.127106,-61.377189,90,"top"
"R584","100k_0402","R0603",176.29,-21.955,90,"top"
"R585","4.99k_0402","R0603",165.85,-116.25,0,"top"
"R586","100k_0402","R0603",164.62,-102.34,90,"top"
"R587","1k_0402","R0603",165.32,-119.64,0,"top"
"R588","4.99k_0402","R0603",165.84,-113.8,0,"top"
"R589","100k_0402","R0603",165.91,-80.29,0,"top"
"R590","10k_0402","R0603",164.62,-25.5,0,"top"
"R591","1k_0402","R0603",165.86,-112.76,0,"top"
"R592","100k_0402","R0603",211.5,-112.82,90,"top"
"R593","100k_0402","R0603",209.49,-112.12,90,"top"
"R594","10k_0402","R0603",192.24,-65.62,90,"top"
"R595","100k_0402","R0603",190.805,-62.885,0,"top"
"R596","10k_0402","R0603",186.68,-78.45,90,"top"
"R597","100k_0402","R0603",185.21,-79.02,180,"top"
"R598","10k_0402","R0603",170.78,-22.79,90,"top"
"R599","300k_0402","R0603",165.54,-33.24,-90,"top"
"R600","100k_0402","R0603",173.43,-27.745,90,"top"
"R601","22k_0402","R0603",210.03,-110.66,180,"top"
"R602","47k_0402","R0603",185.22,-80.02,0,"top"
"R603","47k_0402","R0603",192.41,-62.9,-90,"top"
"R604","470R_0402","R0603",173.06,-22.02,-90,"top"
"R605","100k_0402","R0603",204.68,-117.59,-90,"top"
"R606","10k_0402","R0603",183.23,-73.14,90,"top"
"R607","10k_0402","R0603",189.305,-62.46,90,"top"
"R608","10k_0402","R0603",190.58,-96.5,-90,"top"
"R609","10k_0402","R0603",183.34,-64.6,90,"top"
"R610","10k_0402","R0603",183.11,-59.47,90,"top"
"R611","1M_0402","R0603",164.49,-33.21,-90,"top"
"R612","100k_0402","R0603",205.7,-118.53,90,"top"
"R613","100k_0402","R0603",207.17,-118.05,0,"top"
"R614","47k_0402","R0603",209.12,-118.04,0,"top"
"R615","10k_0402","R0603",184.155,-66.83,0,"top"
"R616","100k_0402","R0603",185.22,-67.91,180,"top"
"R617","22k_0402","R0603",193.21,-83.31,-90,"top"
"R618","10k_0402","R0603",188.52,-72.09,0,"top"
"R619","100k_0402","R0603",190.46,-71.9,0,"top"
"R620","22k_0402","R0603",192.04,-72.41,-90,"top"
"R621","10k_0402","R0603",192.91,-98.92,90,"top"
"R622","47k_0402","R0603",185.26,-62.44,90,"top"
"R623","47k_0402","R0603",185.24,-60.49,-90,"top"
"R624","2k_0402","R0603",164.54,-31.27,90,"top"
"R625","0R_0402","R0603",205.72,-31.01,0,"top"
"R626","100k_0402","R0603",181.05,-104.04,0,"top"
"R627","10k_0402","R0603",181.04,-102.97,0,"top"
"R628","100k_0402","R0603",182.09,-102.02,180,"top"
"R629","4.7k_0402","R0603",174.01,-42.96,180,"top"
"R630","100k_0402","R0603",179.24,-41.15,-90,"top"
"R631","200k_0402","R0603",177.75,-41.25,180,"top"
"R632","100k_0402","R0603",180.39,-30.73,-90,"top"
"R633","100k_0402","R0603",178.765,-30.23,180,"top"
"R634","1k_0402","R0603",204.23,-119.07,0,"top"
"R635","100k_0402","R0603",205.27,-33.04,90,"top"
"R636","100k_0402","R0603",182.37,-30.2,0,"top"
"R637","100k_0402","R0603",173.56,-41.47,90,"top"
"R638","100k_0402","R0603",205.72,-34.52,0,"top"
"R639","100k_0402","R0603",206.62,-26.9,-90,"top"
"R640","100k_0402","R0603",175.22,-56.86,-90,"top"
"R641","100k_0402","R0603",198.78,-109.22,-90,"top"
"R642","100k_0402","R0603",199.85,-110.73,180,"top"
"R643","1k_0402","R0603",203.66,-116.5,-90,"top"
"R644","100k_0402","R0603",168.87,-41.18,90,"top"
"R645","100k_0402","R0603",186.98,-30.07,180,"top"
"R646","100k_0402","R0603",181.86,-76.45,180,"top"
"R647","100k_0402","R0603",179.79,-73.71,0,"top"
"R648","17.4k_0402","R0603",204.98,-59.45,-90,"top"
"R649","4.7k_0402","R0603",168.41,-42.65,180,"top"
"R650","49.9k_0402","R0603",190.545,-26.19,0,"top"
"R651","100k_0402","R0603",192.23,-120.03,0,"top"
"R652","30k_0402","R0603",204.73,-20.39,0,"top"
"R653","100k_0402","R0603",177.77,-57.425,0,"top"
"R654","100k_0402","R0603",171.26,-57.55,90,"top"
"R655","100k_0402","R0603",171.7,-55.05,0,"top"
"R656","100k_0402","R0603",201.33,-111.31,-90,"top"
"R657","6.8k_0402","R0603",172.84,-89.51,-90,"top"
"R658","100k_0402","R0603",202.86,-112.57,90,"top"
"R659","100k_0402","R0603",189.05,-115.15,0,"top"
"R660","1k_0402","R0603",204.64,-23.25,90,"top"
"R661","10k_0402","R0603",177.644814,-51.802933,90,"top"
"R662","12k_0402","R0603",171.53,-89.51,-90,"top"
"R663","100k_0402","R0603",168.92,-55.81,180,"top"
"R664","20k_0402","R0603",209.62,-24.52,0,"top"
"R665","100k_0402","R0603",185.77,-116.69,-90,"top"
"R666","10k_0402","R0603",174.59,-49.86,90,"top"
"R667","10k_0402","R0603",179.525,-44.13,90,"top"
"R668","100k_0402","R0603",192.74,-115.24,0,"top"
"R669","10k_0402","R0603",175.38,-94.16,-90,"top"
"R670","100k_0402","R0603",184.76,-116.68,-90,"top"
"R671","4.99k_0402","R0603",178.674814,-51.792933,90,"top"
"R672","100k_0402","R0603",191.27,-114.69,-90,"top"
"R673","100k_0402","R0603",165.57,-57.93,-90,"top"
"R674","1k_0402","R0603",174.33,-95.64,90,"top"
"R675","100k_0402","R0603",169.1,-73.11,0,"top"
"R676","100k_0402","R0603",169.66,-71.02,180,"top"
"R677","10k_0402","R0603",201.51,-58.35,-90,"top"
"R678","137k_0402","R0603",198.18,-92.09,90,"top"
"R679","100k_0402","R0603",197.19,-90.17,90,"top"
"R680","100k_0402","R0603",205.74,-93.56,0,"top"
"R681","100k_0402","R0603",208.37,-91.88,90,"top"
"R682","100k_0402","R0603",176.28,-56.99,-90,"top"
"R683","100k_0402","R0603",172.68,-64.54,90,"top"
"R684","33k_0402","R0603",184.1,-118.63,-90,"top"
"R685","100k_0402","R0603",184.37,-112.78,180,"top"
"R686","10k_0402","R0603",184.34,-111.81,180,"top"
"R687","100k_0402","R0603",184.38,-110.78,180,"top"
"R688","10k_0402","R0603",172.3,-57.58,90,"top"
"R689","10.2k_0402","R0603",186.76,-118.66,90,"top"
"R690","100k_0402","R0603",175.02,-73.91,-90,"top"
"R691","100k_0402","R0603",183.53,-25.16,180,"top"
"R692","100k_0402","R0603",173.11,-72.18,0,"top"
"R693","49.9k_0402","R0603",180.255,-26.19,180,"top"
"R694","100k_0402","R0603",196.1,-95.84,90,"top"
"R695","100k_0402","R0603",189.08,-44.78,-90,"top"
"R696","200k_0402","R0603",187.605,-44.28,180,"top"
"R697","100k_0402","R0603",189.52,-35.22,0,"top"
"R698","6.8k_0402","R0603",172.77,-119.26,90,"top"
"R699","137k_0402","R0603",185.49,-92.57,90,"top"
"R700","100k_0402","R0603",184.52,-90.6,90,"top"
"R701","100k_0402","R0603",191.97,-88.84,0,"top"
"R702","100k_0402","R0603",195.56,-91.28,90,"top"
"R703","100k_0402","R0603",176.9,-68.45,180,"top"
"R704","12k_0402","R0603",175.32,-117.46,90,"top"
"R705","100k_0402","R0603",174.58,-103.32,90,"top"
"R706","10k_0402","R0603",175.36,-112.19,180,"top"
"R707","1k_0402","R0603",175.31,-111.13,180,"top"
"R708","100k_0402","R0603",176.92,-66.4,0,"top"
"R709","0R_0402","R0603",195.48,-31.11,180,"top"
"R710","100k_0402","R0603",183.44,-94.32,-90,"top"
"R711","10k_0402","R0603",184.46,-94.13,-90,"top"
"R712","100k_0402","R0603",177.25,-98.57,0,"top"
"R713","100k_0402","R0603",193.09,-35.34,-90,"top"
"R714","100k_0402","R0603",194.45,-32.14,0,"top"
"R715","100k_0402","R0603",194.47,-26.66,90,"top"
"R716","100k_0402","R0603",195.52,-26.68,-90,"top"
"R717","100k_0402","R0603",175.42,-66.9,90,"top"
"R718","4.7k_0402","R0603",198.7,-38.14,-90,"top"
"R719","75k_0402","R0603",191.115098,-46.146108,90,"top"
"R720","17.4k_0402","R0603",193.46,-59,-90,"top"
"R721","100k_0402","R0603",207.85,-54.06,0,"top"
"R722","402k_0402","R0603",205.31,-54.46,90,"top"
"R723","22k_0402","R0603",211.630098,-45.046108,90,"top"
"R724","200k_0402","R0603",204.860098,-36.656108,180,"top"
"R725","27k_0402","R0603",194.43,-45.67,180,"top"
"R726","0R_0402","R0603",207.213798,-44.22,0,"top"
"R727","6.8k_0402","R0603",165.44,-91.35,0,"top"
"R728","30k_0402","R0603",198.3,-20.74,180,"top"
"R729","200k_0402","R0603",207.8,-53,0,"top"
"R730","100k_0402","R0603",194.36,-53.01,90,"top"
"R731","49.9k_0402","R0603",195.3,-54.18,90,"top"
"R732","150k_0402","R0603",208.8,-44.69,90,"top"
"R733","12k_0402","R0603",165.45,-92.73,0,"top"
"R734","1k_0402","R0603",197.89,-23.22,90,"top"
"R735","100k_0402","R0603",206.34,-52.5,-90,"top"
"R736","100k_0402","R0603",197.76,-51.05,180,"top"
"R737","10k_0402","R0603",165.27,-94.72,0,"top"
"R738","20k_0402","R0603",194.02,-24.59,180,"top"
"R739","1k_0402","R0603",165.89,-96.23,90,"top"
"R740","44.2k_0402","R0603",195.82,-52.68,180,"top"
"R741","LM4040-5V","R0603",216.91,-54.81,0,"top"
"R742","AP7381-50","R0603",219.01,-76.69,180,"top"
"R743","RTD_500R_0805","R0603",218.0149,-44.68,180,"top"
"R744","RTD_500R_0805","R0603",243.55,-47.3,90,"top"
"R745","RTD_500R_0805","R0603",232.22,-40.57,90,"top"
"R746","RTD_500R_0805","R0603",186.12,-49.07,90,"top"
"R747","RTD_500R_0805","R0603",210.09,-41.59,90,"top"
"R748","RTD_500R_0805","R0603",197.22,-41.3349,90,"top"
"R749","TrimPot_TC33X_100k","R0603",238.93,-79.915,180,"top"
"R750","TrimPot_TC33X_1k","R0603",256.82,-88.42,180,"top"
"R751","TrimPot_TC33X_1k","R0603",250.42,-91.12,-90,"top"
"R752","TrimPot_TC33X_1k","R0603",250.78,-116.05,-90,"top"
"R753","TrimPot_TC33X_100k","R0603",255.66,-41.48,180,"top"
"R754","TrimPot_TC33X_100k","R0603",222.4,-84.015,0,"top"
"R755","TrimPot_TC33X_100k","R0603",257.96,-74.68,90,"top"
"R756","TrimPot_TC33X_10k","R0603",232.99,-44.41,90,"top"
"R757","TrimPot_TC33X_10k","R0603",243.42058,-53.27698,180,"top"
"R758","TrimPot_TC33X_100k","R0603",258.935,-57.87,90,"top"
"R759","TrimPot_TC33X_100k","R0603",204.38,-84.085,0,"top"
"R760","TrimPot_TC33X_1k","R0603",169.01,-88.315,180,"top"
"R761","TrimPot_TC33X_1k","R0603",176.185,-90.67,90,"top"
"R762","TrimPot_TC33X_1k","R0603",176.63,-114.6,90,"top"
"R763","TrimPot_TC33X_100k","R0603",171.22,-41.24,180,"top"
"R764","TrimPot_TC33X_100k","R0603",187.28,-83.82,180,"top"
"R765","TrimPot_TC33X_100k","R0603",172.305,-74.56,90,"top"
"R766","TrimPot_TC33X_10k","R0603",198.06,-45.06,90,"top"
"R767","TrimPot_TC33X_10k","R0603",210.33,-49.11,180,"top"
"R768","TrimPot_TC33X_100k","R0603",168.28,-58.21,-90,"top"
"R769","TL082","R0603",236.9,-114.2,0,"top"
"R770","TL082","R0603",187.6,-101.47,0,"top"
"R771","NCS20071","R0603",222.94,-46.64,0,"top"
"R772","CD4001BPWR","R0603",232.42,-68,90,"top"
"R773","LM13700","R0603",256.774,-95.99,270,"top"
"R774","LM13700","R0603",257.164,-113.34,90,"top"
"R775","TL082","R0603",256.59,-82.32,270,"top"
"R776","NCS20071","R0603",236.92,-73.1,90,"top"
"R777","TL082","R0603",237.15,-47.34,180,"top"
"R778","TL082","R0603",228.87,-40.48,180,"top"
"R779","TL082","R0603",256.84,-103.26,90,"top"
"R780","TL082","R0603",214.13,-114.555,180,"top"
"R781","TL082","R0603",223.15,-68.17,0,"top"
"R782","TL082","R0603",233.28,-88.04,180,"top"
"R783","TL082","R0603",244.07,-116.01,180,"top"
"R784","TL082","R0603",245.77,-96.685,0,"top"
"R785","TL082","R0603",235.91,-32.98,90,"top"
"R786","TL082","R0603",246.76,-35.8,0,"top"
"R787","TL082","R0603",241.68,-58.65,270,"top"
"R788","TL082","R0603",222.6,-34.76,90,"top"
"R789","TL082","R0603",224.62,-26.34,90,"top"
"R790","TL082","R0603",243.45,-84.2,90,"top"
"R791","TL082","R0603",224.08,-90.58,270,"top"
"R792","TL082","R0603",242.93,-70.37,0,"top"
"R793","TL082","R0603",255.513995,-66.922899,0,"top"
"R794","TL082","R0603",255.23,-50.24,180,"top"
"R795","TL082","R0603",243.08,-26.62,90,"top"
"R796","TL082","R0603",254.11,-31.46,270,"top"
"R797","TL082","R0603",229.2,-54.86,90,"top"
"R798","TL082","R0603",231.38,-102.81,180,"top"
"R799","TL082","R0603",222.09,-103.64,0,"top"
"R800","TL082","R0603",248.79,-47.39,0,"top"
"R801","TL082","R0603",231.31,-114.24,0,"top"
"R802","TL082","R0603",248.69,-76.09,0,"top"
"R803","TL082","R0603",222.72,-115.86,180,"top"
"R804","NCS20071","R0603",183.99,-54.6449,270,"top"
"R805","CD4001BPWR","R0603",200.07,-69.18,270,"top"
"R806","LM13700","R0603",170.14,-95.86,270,"top"
"R807","LM13700","R0603",170.566,-113.01,90,"top"
"R808","TL082","R0603",168.67,-82.74,90,"top"
"R809","NCS20071","R0603",195.13,-63.49,0,"top"
"R810","TL082","R0603",203.930098,-42.026108,180,"top"
"R811","TL082","R0603",192.600098,-41.246108,180,"top"
"R812","TL082","R0603",170.11,-103.29,270,"top"
"R813","TL082","R0603",207.14,-113.56,180,"top"
"R814","TL082","R0603",189.88,-67.41,180,"top"
"R815","TL082","R0603",185.62,-73.46,0,"top"
"R816","TL082","R0603",191.26,-111.73,90,"top"
"R817","TL082","R0603",181.01,-97.25,0,"top"
"R818","TL082","R0603",179.254814,-35.762933,0,"top"
"R819","TL082","R0603",187.59,-39.73,0,"top"
"R820","TL082","R0603",185.205,-27.615,90,"top"
"R821","TL082","R0603",200.76,-33.71,90,"top"
"R822","TL082","R0603",201.08,-26.15,90,"top"
"R823","TL082","R0603",202.7,-91.14,270,"top"
"R824","TL082","R0603",190.04,-91.3,270,"top"
"R825","TL082","R0603",176.82,-61.92,180,"top"
"R826","TL082","R0603",170.24,-66.52,0,"top"
"R827","TL082","R0603",171.25,-50.56,180,"top"
"R828","TL082","R0603",170.06,-33,90,"top"
"R829","TL082","R0603",204.65,-64.3,90,"top"
"R830","TL082","R0603",200.81,-53.51,90,"top"
"R831","TL082","R0603",196.56,-100.84,180,"top"
"R832","TL082","R0603",203.033019,-100.894499,0,"top"
"R833","TL082","R0603",177.05,-46.83,0,"top"
"R834","TL082","R0603",200.44,-116.27,0,"top"
"R835","TL082","R0603",178.96,-78.24,180,"top"
"R836","TL082","R0603",191.29,-117.63,270,"top"
